species	sample_key	GTDB_214	sample	element_symbol	element_name	source
gordonii	NA	NA	SAMEA104138588	NA	NA	atb
gordonii	NA	NA	SAMEA104138593	NA	NA	atb
gordonii	NA	NA	SAMEA104138594	NA	NA	atb
gordonii	NA	NA	SAMEA104138595	NA	NA	atb
gordonii	NA	NA	SAMEA104138596	NA	NA	atb
gordonii	NA	NA	SAMEA104138597	NA	NA	atb
gordonii	NA	NA	SAMEA104138598	NA	NA	atb
gordonii	NA	NA	SAMEA104138599	NA	NA	atb
gordonii	NA	NA	SAMEA104138600	NA	NA	atb
gordonii	NA	NA	SAMEA104138601	NA	NA	atb
gordonii	NA	NA	SAMEA104138602	NA	NA	atb
gordonii	NA	NA	SAMEA104138603	NA	NA	atb
gordonii	NA	NA	SAMEA104138642	NA	NA	atb
gordonii	NA	NA	SAMEA104151673	NA	NA	atb
gordonii	NA	NA	SAMEA10428078	NA	NA	atb
gordonii	NA	NA	SAMEA111504464	NA	NA	atb
gordonii	NA	NA	SAMEA114309600	NA	NA	atb
gordonii	NA	NA	SAMEA115092765	NA	NA	atb
gordonii	NA	NA	SAMEA115092766	NA	NA	atb
gordonii	NA	NA	SAMEA115606566	NA	NA	atb
gordonii	NA	NA	SAMEA4555965	NA	NA	atb
gordonii	NA	NA	SAMEA5192249	NA	NA	atb
gordonii	NA	NA	SAMEA5192250	NA	NA	atb
gordonii	NA	NA	SAMEA5192254	NA	NA	atb
gordonii	NA	NA	SAMEA5192255	NA	NA	atb
gordonii	NA	NA	SAMEA5192256	NA	NA	atb
gordonii	NA	NA	SAMEA5192257	NA	NA	atb
gordonii	NA	NA	SAMEA5192258	NA	NA	atb
gordonii	NA	NA	SAMEA5192259	NA	NA	atb
gordonii	NA	NA	SAMEA5192260	NA	NA	atb
gordonii	NA	NA	SAMEA5192261	NA	NA	atb
gordonii	NA	NA	SAMEA5192263	NA	NA	atb
gordonii	NA	NA	SAMEA5390856	NA	NA	atb
gordonii	NA	NA	SAMEA6657693	NA	NA	atb
gordonii	NA	NA	SAMN03197998	NA	NA	atb
gordonii	NA	NA	SAMN04395146	NA	NA	atb
gordonii	NA	NA	SAMN07312415	NA	NA	atb
gordonii	NA	NA	SAMN09631698	NA	NA	atb
gordonii	NA	NA	SAMN09631700	NA	NA	atb
gordonii	NA	NA	SAMN09631701	NA	NA	atb
gordonii	NA	NA	SAMN09631705	NA	NA	atb
gordonii	NA	NA	SAMN09631708	NA	NA	atb
gordonii	NA	NA	SAMN09631711	NA	NA	atb
gordonii	NA	NA	SAMN09631715	NA	NA	atb
gordonii	NA	NA	SAMN16357596	NA	NA	atb
gordonii	NA	NA	SAMN16357597	NA	NA	atb
gordonii	NA	NA	SAMN16951221	NA	NA	atb
gordonii	NA	NA	SAMN20399907	NA	NA	atb
gordonii	NA	NA	SAMN20399908	NA	NA	atb
gordonii	NA	NA	SAMN20399909	NA	NA	atb
gordonii	NA	NA	SAMN20399910	NA	NA	atb
gordonii	NA	NA	SAMN20399911	NA	NA	atb
gordonii	NA	NA	SAMN20399912	NA	NA	atb
gordonii	NA	NA	SAMN20399915	NA	NA	atb
gordonii	NA	NA	SAMN20399916	NA	NA	atb
gordonii	NA	NA	SAMN20399918	NA	NA	atb
gordonii	NA	NA	SAMN20399919	NA	NA	atb
gordonii	NA	NA	SAMN20399920	NA	NA	atb
gordonii	NA	NA	SAMN20399921	NA	NA	atb
gordonii	NA	NA	SAMN23168507	NA	NA	atb
gordonii	NA	NA	SAMN26876562	NA	NA	atb
gordonii	NA	NA	SAMN26876580	NA	NA	atb
ilei	98cp	ilei	098Cp-CMPN001x18_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
ilei	98cp	ilei	098Cp-CMPN001x18_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
ilei	98cp	ilei	098Cp-CMPN001x18_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
ilei	98cp	ilei	098Cp-CMPN001x18_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
ilei	98cp	ilei	098Cp-CMPN001x18_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
ilei	98cp	ilei	098Cp-CMPN001x18_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
ilei	98cap	ilei	98Cap-CMPN001x19_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
ilei	98cap	ilei	98Cap-CMPN001x19_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
ilei	98cap	ilei	98Cap-CMPN001x19_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
ilei	98cap	ilei	98Cap-CMPN001x19_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
ilei	98cap	ilei	98Cap-CMPN001x19_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
ilei	98cap	ilei	98Cap-CMPN001x19_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
ilei	NA	NA	SAMEA114539163	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
ilei	NA	NA	SAMEA114539163	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
ilei	NA	NA	SAMEA114539258	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
ilei	NA	NA	SAMEA114539258	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
ilei	NA	NA	SAMEA3180705	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
ilei	NA	NA	SAMEA3180705	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
ilei	NA	NA	SAMEA3180705	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
ilei	NA	NA	SAMEA3180705	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
ilei	NA	NA	SAMEA682316	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
ilei	NA	NA	SAMEA682316	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
ilei	NA	NA	SAMEA682316	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
ilei	NA	NA	SAMN15063829	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
ilei	NA	NA	SAMN15063829	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
ilei	NA	NA	SAMN15063829	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
ilei	NA	NA	SAMN15063829	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
ilei	NA	NA	SAMN15063829	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
ilei	NA	NA	SAMN41329155	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
ilei	NA	NA	SAMN41329155	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
infantis_F	110am	infantis_F	110Am-CMPN001x56_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
infantis_F	110am	infantis_F	110Am-CMPN001x56_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
infantis_F	118pim	infantis_F	118Pim-CMPN001x45_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
infantis_F	118pim	infantis_F	118Pim-CMPN001x45_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
infantis_F	118pim	infantis_F	118Pim-CMPN001x45_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
infantis_F	118pim	infantis_F	118Pim-CMPN001x45_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
infantis_F	NA	NA	SAMEA104151606	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
infantis_F	NA	NA	SAMEA104151606	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
infantis_F	NA	NA	SAMEA104151606	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
infantis_F	NA	NA	SAMEA114313529	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
infantis_F	NA	NA	SAMEA114313529	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
infantis_F	NA	NA	SAMEA114593803	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
infantis_F	NA	NA	SAMEA114593803	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
infantis_F	NA	NA	SAMEA117078652	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	atb
infantis_F	NA	NA	SAMEA5390841	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
infantis_F	NA	NA	SAMEA5390841	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
infantis_F	NA	NA	SAMEA5390841	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
infantis_F	NA	NA	SAMN03197628	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
infantis_F	NA	NA	SAMN03197628	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
infantis_F	NA	NA	SAMN03197628	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
infantis_F	NA	NA	SAMN09874923	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
infantis_F	NA	NA	SAMN09874923	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
infantis_F	NA	NA	SAMN41438184	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
infantis_F	NA	NA	SAMN41438184	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
infantis_F	NA	NA	SAMN41438184	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
infantis_F	NA	NA	SAMEA104151607	NA	NA	atb
infantis_F	NA	NA	SAMEA114309592	NA	NA	atb
infantis_F	NA	NA	SAMEA114593663	NA	NA	atb
infantis_F	NA	NA	SAMEA115092757	NA	NA	atb
infantis_F	NA	NA	SAMEA115606555	NA	NA	atb
infantis_F	NA	NA	SAMEA7704692	NA	NA	atb
infantis_F	NA	NA	SAMN09874925	NA	NA	atb
infantis_F	NA	NA	SAMN13324931	NA	NA	atb
mitis_AZ	131cm	mitis_AZ	131Cm-CMPN001x37_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
mitis_AZ	131cm	mitis_AZ	131Cm-CMPN001x37_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
mitis_AZ	NA	NA	SAMEA1022828	NA	NA	atb
mitis_AZ	NA	NA	SAMEA104055294	NA	NA	atb
mitis_AZ	NA	NA	SAMEA110665714	NA	NA	atb
mitis_AZ	NA	NA	SAMEA110665718	NA	NA	atb
mitis_AZ	NA	NA	SAMEA117078732	NA	NA	atb
oralis	94cm	oralis	094Cm-CMPN001x16_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
oralis	94cm	oralis	094Cm-CMPN001x16_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
oralis	94cm	oralis	094Cm-CMPN001x16_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
oralis	94cm	oralis	094Cm-CMPN001x16_260114_LH00793_B23GCKKLT3	lsa	Lsa family ABC-F type ribosomal protection protein	rmarvig
oralis	94cm	oralis	094Cm-CMPN001x16_260114_LH00793_B23GCKKLT3	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	rmarvig
oralis	NA	NA	SAMEA1022796	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA1022796	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
oralis	NA	NA	SAMEA1022796	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA1022796	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA104055237	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA104055284	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA104055285	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA104055285	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA104138609	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA104138613	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA104138613	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
oralis	NA	NA	SAMEA104138615	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA104138616	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA104138617	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA104138622	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA104138622	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA104138624	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA104138624	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA104281749	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA104281749	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA104281749	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA111506113	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA111506113	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA111506113	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA112824124	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA112824124	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
oralis	NA	NA	SAMEA112824125	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA112824125	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
oralis	NA	NA	SAMEA112824189	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA112824189	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA112824189	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA114408483	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA114408483	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA114538883	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA114538883	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
oralis	NA	NA	SAMEA115092688	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA115092688	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA115106833	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
oralis	NA	NA	SAMEA115106833	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA115106835	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
oralis	NA	NA	SAMEA115106835	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA115377353	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA115377353	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA115606320	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA115606320	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA115606959	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA115606959	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
oralis	NA	NA	SAMEA115606960	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA115606960	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
oralis	NA	NA	SAMEA116302120	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA116302120	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
oralis	NA	NA	SAMEA116302120	ant(6)-Ia	aminoglycoside nucleotidyltransferase ANT(6)-Ia	atb
oralis	NA	NA	SAMEA116302120	sat4	streptothricin N-acetyltransferase Sat4	atb
oralis	NA	NA	SAMEA116302120	aph(3')-IIIa	aminoglycoside O-phosphotransferase APH(3')-IIIa	atb
oralis	NA	NA	SAMEA116302120	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA116302120	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA117078771	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA117078771	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
oralis	NA	NA	SAMEA117117152	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA117117152	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA117482015	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
oralis	NA	NA	SAMEA117482015	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA117482018	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA117482018	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
oralis	NA	NA	SAMEA117482073	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA117482073	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA117482073	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA117482088	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA117482088	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA117482088	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA2446227	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA2446227	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA2674808	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA2674809	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA2674809	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA3354231	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA3354231	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA3354231	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA3882105	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA4930320	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMEA5390807	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA5390807	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA5390821	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA5390821	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA5390844	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA5390844	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA5390873	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA5390873	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMEA6658224	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA6658224	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMN02923991	blaTEM	TEM family class A beta-lactamase	atb
oralis	NA	NA	SAMN02923992	blaTEM-116	broad-spectrum class A beta-lactamase TEM-116	atb
oralis	NA	NA	SAMN03197399	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMN03197399	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMN03197399	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMN03197399	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
oralis	NA	NA	SAMN03197467	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMN03197467	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMN04480466	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMN04480466	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMN08348294	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMN08348294	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMN08348305	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMN08348305	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
oralis	NA	NA	SAMN08348319	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMN08348319	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMN08348324	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMN08348324	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMN08348327	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMN08348327	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMN09466950	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMN09466950	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMN09466950	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMN09631750	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMN09631750	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMN09631760	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMN19572113	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMN19572113	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMN19573350	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMN19573350	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMN26876558	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMN26876558	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMN26876594	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMN26876594	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMN26876599	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMN26876599	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMN27922023	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMN30469940	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
oralis	NA	NA	SAMN30469940	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMN30469940	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMN36496261	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
oralis	NA	NA	SAMN36496261	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
oralis	NA	NA	SAMEA104055234	NA	NA	atb
oralis	NA	NA	SAMEA104055273	NA	NA	atb
oralis	NA	NA	SAMEA104055283	NA	NA	atb
oralis	NA	NA	SAMEA104055292	NA	NA	atb
oralis	NA	NA	SAMEA104113876	NA	NA	atb
oralis	NA	NA	SAMEA104113878	NA	NA	atb
oralis	NA	NA	SAMEA104138607	NA	NA	atb
oralis	NA	NA	SAMEA104138608	NA	NA	atb
oralis	NA	NA	SAMEA104138611	NA	NA	atb
oralis	NA	NA	SAMEA104138612	NA	NA	atb
oralis	NA	NA	SAMEA104138621	NA	NA	atb
oralis	NA	NA	SAMEA104138626	NA	NA	atb
oralis	NA	NA	SAMEA104138630	NA	NA	atb
oralis	NA	NA	SAMEA104138631	NA	NA	atb
oralis	NA	NA	SAMEA112824139	NA	NA	atb
oralis	NA	NA	SAMEA115092555	NA	NA	atb
oralis	NA	NA	SAMEA115606854	NA	NA	atb
oralis	NA	NA	SAMEA115606947	NA	NA	atb
oralis	NA	NA	SAMEA117482000	NA	NA	atb
oralis	NA	NA	SAMEA117482070	NA	NA	atb
oralis	NA	NA	SAMEA2674779	NA	NA	atb
oralis	NA	NA	SAMEA2783893	NA	NA	atb
oralis	NA	NA	SAMEA3882086	NA	NA	atb
oralis	NA	NA	SAMEA4928737	NA	NA	atb
oralis	NA	NA	SAMEA5931791	NA	NA	atb
oralis	NA	NA	SAMEA5931811	NA	NA	atb
oralis	NA	NA	SAMEA5936811	NA	NA	atb
oralis	NA	NA	SAMEA6499555	NA	NA	atb
oralis	NA	NA	SAMN00761853	NA	NA	atb
oralis	NA	NA	SAMN03197175	NA	NA	atb
oralis	NA	NA	SAMN06040900	NA	NA	atb
oralis	NA	NA	SAMN09631742	NA	NA	atb
oralis	NA	NA	SAMN09631756	NA	NA	atb
oralis	NA	NA	SAMN09631785	NA	NA	atb
oralis	NA	NA	SAMN16357189	NA	NA	atb
oralis	NA	NA	SAMN16357244	NA	NA	atb
oralis	NA	NA	SAMN20209571	NA	NA	atb
oralis	NA	NA	SAMN20399934	NA	NA	atb
oralis	NA	NA	SAMN20399935	NA	NA	atb
oralis	NA	NA	SAMN20399936	NA	NA	atb
oralis	NA	NA	SAMN26876541	NA	NA	atb
oralis	NA	NA	SAMN42334641	NA	NA	atb
